label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
1	-332 kg	1.2207	baseball	cat, pig	601 kg/s	0.9503	-0.075	-1.3215	0.5278	1.9702
5	-684 kg	0.8687	soccer	rabbit, hamster	-901 kg/s	-0.3221	0.0352	-0.1349	0.5239	-0.0607
6	1289 kg	1.2196	ice hockey	dog	1632 kg/s	1.8397	1.2996	-0.3147	1.2901	-0.76
4	-314 kg	0.7465	basketball	guinea pig	647 kg/s	-0.1382	2.1064	0.3651	1.1021	-0.0157
6	725 kg	0.2645	badminton	dog	870 kg/s	0.854	0.8301	2.2768	1.1352	0.606
4	-551 kg	-0.2244	basketball	guinea pig	-48 kg/s	0.2767	-0.0541	-0.4478	0.6998	1.7345
6	-883 kg	0.6576	ice hockey	dog	984 kg/s	0.1095	0.6906	-0.4939	0.5639	1.1526
6	-763 kg	0.9562	baseball	dog	655 kg/s	0.6895	1.1902	-0.5685	0.9783	-0.4995
4	1556 kg	0.1127	golf	GUINEA PIG	6 kg/s	0.2206	0.4089	0.0126	2.2577	1.0285
6	-90 kg	1.5434	ice hockey	dog	464 kg/s	1.3224	1.0396	0.5293	1.3698	0.1107
6	309 kg	1.1319	N/A	guinea pig	662 kg/s	2.1225	0.9233	0.9533	0.3313	-0.3903
4	28 kg	1.0258	ice hockey	guinea pig	1390 kg/s	0.2356	0.0713	0.8298	1.5419	0.0791
2	301 kg	0.6549	football	fish	-1047 kg/s	0.3711	-1.5137	0.1854	-0.4402	2.3185
3	1067 kg	0.2709	tennis	rat	1378 kg/s	-0.1422	0.4985	0.5693	1.5093	0.8057
6	155 kg	1.0147	ice hockey	dog	1514 kg/s	0.5041	0.0352	1.1442	0.7516	-0.1501
6	600 kg	0.3481	ice hockey	dog	242 kg/s	1.0423	-0.2677	-0.398	1.5834	1.1598
0	1876 kg	0.559	running	bird	1643 kg/s	0.4217	0.9665	1.4645	2.0029	1.5522
4	1168 kg	1.9495	baseball	guinea pig	1942 kg/s	0.0369	0.8115	1.2321	1.5942	0.6011
5	-747 kg	-0.476	boxing	rabbit, hamster	859 kg/s	-0.7674	-0.6188	0.8483	-0.4755	-0.4362
2	215 kg	0.1558	TRACK & FIELD	fish	462 kg/s	1.0009	0.8295	0.3369	0.3664	-0.8879
4	1185 kg	1.3496	golf	guinea pig	-560 kg/s	0.1987	0.8791	-1.6012	2.2548	0.6424
4	-407 kg	1.3182	basketball	guinea pig	-826 kg/s	1.069	2.2432	n/a	1.5688	2.2464
2	94 kg	0.3616	track & field	fish	2315 kg/s	0.5185	1.5768	-0.8982	1.3245	0.0048
2	755 kg	-0.4241	track & field	fish	-935 kg/s	0.4472	0.417	-0.2746	0.7712	0.3486
4	1559 kg	-0.1326	basketball	guinea pig	1018 kg/s	0.4611	1.2404	-0.1083	1.6323	0.1102
6	2010 kg	0.5465	ice hockey	dog	3485 kg/s	0.3305	-1.861	0.5465	0.3329	-0.2509
4	643 kg	1.2553	Basketball	guinea pig	-420 kg/s	-0.4246	0.5425	-0.8776	1.5305	0.6898
0	785 kg	-0.524	running	bird	1082 kg/s	-0.6264	0.1967	-0.3701	0.5605	0.2963
1	1972 kg	0.512	volleyball	pig, reptile	-82 kg/s	0.0428	1.0591	0.6386	1.4141	0.6433
5	1480 kg	-0.7143	soccer	rabbit, ferret	701 kg/s	-0.4696	0.0276	1.1774	0.6672	1.3245
3	143 kg	0.3557	tennis	rat	2540 kg/s	0.3301	-0.8937	0.2036	0.6723	0.9695
6	-171 kg	0.8581	ice hockey	dog	1575 kg/s	2.5377	N/A	0.0974	1.5883	0.6403
2	1286 kg	1.5141	track & field	fish	-97 kg/s	0.4294	-0.0151	0.793	-0.7545	-0.1543
3	-512 kg	-0.0731	tennis	chicken	-707 kg/s	-0.6783	-0.1054	0.0857	1.3902	0.2988
3	-236 kg	1.1514	tennis	rat	1680 kg/s	1.1012	1.4686	1.0568	0.1419	0.4883
2	166 kg	-0.6653	track & field	fish	-1391 kg/s	0.6685	-0.6324	-0.3406	-0.0297	-0.4512
3	1250 kg	-0.4804	tennis	chicken	1002 kg/s	0.2385	0.0149	-1.3844	1.0586	0.4104
6	-2 kg	0.6767	ice hockey	dog	639 kg/s	1.4558	0.016	0.3634	1.0611	-0.3911
5	1277 kg	-1.5724	badminton	rabbit, ferret	182 kg/s	-0.0169	-0.1818	2.625	-0.3772	-1.5147
0	334 kg	-0.672	motor sports	bird	1639 kg/s	-0.5352	0.5983	0.847	0.3119	1.1278
6	862 kg	-0.2512	TENNIS	dog	-1545 kg/s	0.5398	0.3143	1.8506	1.2772	0.8581
5	821 kg	0.3615	ice hockey	hamster, rabbit	1189 kg/s	-0.0456	0.3613	-0.4668	0.7565	0.8561
4	605 kg	-0.6546	golf	guinea pig	-517 kg/s	0.1797	0.7055	-0.8539	1.4898	0.6154
3	1662 kg	0.1524	tennis	rat	1981 kg/s	0.1408	1.219	0.767	1.1363	-0.1665
4	233 kg	0.8359	basketball	guinea pig	1259 kg/s	0.4317	-0.2012	-1.0398	1.1442	-0.1763
2		0.1693	football	fish	-1124 kg/s	0.7357	0.6558		-1.0233	-0.3801
4	1909 kg	0.5712	basketball	guinea pig	-1536 kg/s	0.1601	0.5266	1.1252	1.7884	1.0741
0	1215 kg	1.1257	Motor Sports	bird	225 kg/s	0.3463	1.9159	0.239	-0.4901	-0.6212
5	16 kg	0.9905	boxing	ferret	748 kg/s	0.3051	0.2717	2.0764	0.0045	-0.9191
2	1590 kg	-0.0247	boxing	fish	972 kg/s	0.6018	0.8949	-0.9334	1.2811	0.249
0	1485 kg	0.2825	motor sports	bird	285 kg/s	-1.2258	0.6464	1.5732	2.1345	-0.1839
0	1579 kg	0.8093	football	bird	1203 kg/s	-0.4447	1.246	0.8175	0.2601	0.7665
3	648 kg	-0.5152	tennis	chicken	2245 kg/s	-0.4641	0.8389	-1.5779	2.0003	2.3306
5	1278 kg	1.6551	badminton	ferret	454 kg/s	-0.1819	0.7617	2.8682	-0.816	0.8143
3	401 kg	-0.0494	NULL	rat	1021 kg/s	0.0233	0.4475	-0.846	-0.003	0.1331
3	735 kg	1.0074	tennis	rat	1175 kg/s	-0.3072	1.1861	-0.2005	1.7013	2.3641
3	2639 kg	0.2905	tennis	rat	-422 kg/s	-0.5053	2.3203	0.9107	1.8239	0.0851
0	2060 kg	-0.2817	MOTOR SPORTS	bird	1603 kg/s	-0.1241	0.9015	0.861	0.0479	0.2003
6	1016 kg	0.5637	running	dog	-403 kg/s	0.5718	0.0635	-0.5739	1.7754	-0.8117
1	251 kg	-0.1211	baseball	cat	1705 kg/s	1.1092	0.1621	-0.4827	0.6395	-0.978
2	548 kg	-0.0059	badminton	fish	1805 kg/s	0.6817	1.8552	-0.9313	0.9216	-0.9868
3	655 kg	0.1066	tennis	chicken	1955 kg/s	0.959	-0.4177	0.1307	2.8185	-0.1152
0	1391 kg	-0.0382	motor sports	bird	-647 kg/s	0.0145	0.2444	0.2253	-0.6294	1.8882
3	1619 kg	0.6115	TENNIS	chicken	757 kg/s	-0.4205	0.9003	-1.1613	1.7303	-0.1104
6	430 kg	1.5599	ice hockey	dog	-390 kg/s	1.1352	1.8673	0.7325	0.4996	0.7385
4	1262 kg	0.6713	basketball	guinea pig	-650 kg/s	1.2598	1.119	0.29	-0.2947	1.1519
5	-654 kg	0.087	badminton	ferret	591 kg/s	-0.5744	-0.1415	0.7148	0.7323	2.5443
1	-535 kg	0.5976	volleyball	pig	1325 kg/s	0.4435	1.7107	0.5314	0.97	1.3902
5	1015 kg	0.6944	boxing	hamster, ferret	1106 kg/s	-0.1672	1.0068	-1.1942	-0.4113	-1.0086
1	450 kg	n/a	n/a	reptile, pig	-637 kg/s	1.0507	-0.4105	-1.0124	-0.1866	-0.0254
3	908 kg	0.9003	tennis	chicken	1020 kg/s	0.1033	1.442	-0.799	1.1017	1.0052
6	1837 kg	1.1555	ice hockey	dog	253 kg/s	1.6795	0.3512	1.0028	0.2264	0.5368
2	703 kg	0.5883	track & field	fish	-526 kg/s	0.8066	1.0352	0.009	-0.4666	0.1674
0	604 kg	1.4617	running	bird	631 kg/s	0.0146	0.5498	0.5186	0.062	0.6838
2	124 kg	0.1558	golf	fish	-474 kg/s	-0.6127	0.9733	1.4569	1.0247	-0.0181
6	330 kg	-0.1103	ice hockey	dog	95 kg/s	0.911	0.4302	-0.0558	0.6332	-0.4223
6	-168 kg	-0.5964	ice hockey	dog	2488 kg/s	0.866	0.6244	-0.4241	0.9569	0.0489
1	-1016 kg	0.2033	baseball	Reptile	1295 kg/s	0.3664	1.7573	-1.7435	0.7619	0.8972
5	1437 kg	1.9892	volleyball	ferret	-1028 kg/s	0.8132	0.9326	0.5361	-0.6885	0.8508
5	2268 kg	0.3902	tennis	dog	779 kg/s	0.1313	0.1803	1.4101	0.8633	0.4621
6	373 kg	-0.102	ice hockey	dog	330 kg/s	0.5142	0.6128	2.2797	1.8168	-0.1724
0	-287 kg	1.7579	running	dog	275 kg/s	-0.0628	-0.3242	0.0173	1.783	0.4954
6	-140 kg	-0.7236	ice hockey	DOG	2764 kg/s	1.8916	1.1048	-0.3639	0.9923	0.7213
0	251 kg	0.2	running	bird	462 kg/s	-0.4449	0.7651	0.8187	0.2336	0.8755
1	-287 kg	-0.1177	baseball	pig	1923 kg/s	1.2708	-0.3308	1.0619	1.5713	0.4585
1	1526 kg	-0.1237	baseball	cat	177 kg/s	0.704	0.6661	0.9802	0.7515	0.9813
3	2167 kg	1.3366	tennis	rat	2483 kg/s	-0.3605	1.3077	0.0736	1.6206	0.2726
0	685 kg	-0.518	motor sports	bird	2411 kg/s	0.6216	0.5893	1.6406	1.5167	0.1205
2	324 kg	-0.2889	track & field	fish	804 kg/s	1.3366	0.6104	1.0008	0.6563	0.2161
6	-637 kg	1.0623	ice hockey	Dog	1078 kg/s	0.637	0.7939	0.5568	1.0672	0.4502
1	1158 kg	0.5173	volleyball	reptile, pig	1405 kg/s	NULL	0.9311	-0.7357	1.385	2.1335
4	1539 kg	0.5146	golf	guinea pig	108 kg/s	1.2847	-0.0271	1.2803	0.6792	-0.0678
2	1284 kg	0.0772	track & field	fish	-1423 kg/s	0.1766	1.1666	1.211	0.5396	0.8014
2	943 kg	0.703	football	fish	1330 kg/s	0.733	0.6388	0.637	-0.0217	-0.6096
2	-378 kg	0.3202	track & field	fish	-1877 kg/s	0.9996	0.2742	-0.7403	0.027	-0.3543
4	786 kg	0.098	basketball	guinea pig	1098 kg/s	0.9778	-0.7046	-0.6099	0.6135	1.2705
6	651 kg	1.4729	ice hockey	rabbit, ferret	190 kg/s	0.6997	1.5446	2.5112	0.2661	0.3433
6	-1325 kg	-0.8127	ice hockey	dog	803 kg/s	-0.5043	-0.4631	2.1005	0.3873	0.3578
2	-53 kg	1.1335	track & field	fish	1652 kg/s	n/a	0.0914	-1.4377	2.0319	-0.6268
6	-194 kg	1.8433	ice hockey	dog	11 kg/s	0.2995	1.0378	2.3915	1.3253	-1.1624
5	-1277 kg	-0.8387	badminton	ferret	465 kg/s	0.029	0.7793	1.4657	0.0431	0.8288
6	-65 kg	1.4832	ice hockey	dog	411 kg/s	0.6714	0.0115	0.1107	0.4465	-0.8684
6	1184 kg	-0.5669	ice hockey	dog	1849 kg/s	0.8413	0.5327	-0.8078	1.0747	-1.1964
2	458 kg	0.3604	track & field	fish	467 kg/s	1.4134	1.8235	0.6838	0.9148	1.3258
1	532 kg	1.8779	baseball	cat	-679 kg/s	-0.1751	1.4097	-0.6181	1.8948	1.7426
0	-962 kg	-0.5387	motor sports	NULL	1448 kg/s	-0.5696	0.2541	1.1403	-0.9251	-0.1777
2	1585 kg	1.0088	football	N/A	-625 kg/s	0.0227	1.2827	-1.2977	-0.1617	0.0032
4	-93 kg	-0.0593	golf	guinea pig	848 kg/s	-0.0268	0.927	-2.2586	0.883	0.5128
2	-382 kg	1.0233	track & field	fish	626 kg/s	0.3847	1.2392	-0.034	1.1145	-0.1475
3	-1635 kg	0.698	tennis	chicken	793 kg/s	-0.261	1.1704	0.4834	-1.1948	0.2138
1	-1005 kg	0.2921	volleyball	reptile	350 kg/s	-0.6384	0.3893	0.9152	3.9176	0.81
1	824 kg	0.2198	None	cat	924 kg/s	-0.7183	1.5341	0.9982	1.1639	0.0276
5	269 kg	1.274	badminton	ferret, hamster	1994 kg/s	-0.1462	-0.6229	-0.1543	1.3738	2.6166
2	942 kg	1.6162	football	fish	872 kg/s	-0.1467	-0.6994	0.0382	0.5875	-0.1693
3	1184 kg	0.7903	tennis	CHICKEN	914 kg/s	-0.9441	0.7904	-0.0699	1.1867	1.0995
2	919 kg	0.7937	golf	fish	107 kg/s	0.9802	0.8826	0.951	-1.6336	0.3368
5	1976 kg	0.1951	boxing	ferret	599 kg/s	-1.0566	0.5455	-0.0818	-0.0475	-0.2869
3	1145 kg	-0.179	tennis	rat	820 kg/s	-0.3912	0.7492	-0.1716	1.7231	-1.0903
2	1618 kg	1.1937	football	fish	-627 kg/s	0.0413	-0.0095	0.6769	0.1742	1.2162
2	2039 kg	-0.295	baseball	fish	1134 kg/s	0.3148	-0.0229	-1.7449	0.0265	-0.8712
0	2065 kg	-0.064	motor sports	bird	-132 kg/s	-0.649	0.6794	0.7458	-0.008	0.1459
1	-229 kg	0.3119	baseball	pig, cat	-232 kg/s	0.5942	-0.3177	-0.7196	1.7612	0.9837
1	1416 kg	1.1176	soccer	PIG, REPTILE	63 kg/s	0.218	0.4762	-0.7064	0.7497	0.7186
0	2538 kg	0.6151	running	bird	851 kg/s	-0.0028	0.6706	-0.2562	0.8289	-0.4167
6	-796 kg	0.9237	badminton	dog	691 kg/s	-0.0063	1.2035	0.8514	0.4903	0.3891
3	-150 kg	0.1833	ice hockey	rat	2365 kg/s	0.5208	2.0957	2.0263	-0.9401	1.4638
4	209 kg	1.6127	golf	guinea pig	-560 kg/s	-0.7042	1.4017	-0.0926	1.3887	2.9951
4	1439 kg	0.2344	basketball	guinea pig	1482 kg/s	0.0038	0.8008	-1.5078	2.2904	1.0296
5	1410 kg	0.9326	soccer	hamster	1157 kg/s	0.0595	0.3709	0.1751	0.2534	-2.2079
1	1674 kg	0.5964	volleyball	pig, reptile	465 kg/s	1.011	0.0094	-0.4774	1.5642	0.6909
6	1068 kg	0.4806	ice hockey	dog	2109 kg/s	-0.7196	1.4656	0.6016	1.1	-0.1945
0	1068 kg	-1.2054	running	bird	1061 kg/s	-1.3003	1.0021	-0.4956	0.4794	1.5522
0	43 kg	0.9758	running	bird	-56 kg/s	-0.9732	-0.5601	1.9525	-0.0645	0.221
4	143 kg	0.6349	golf	guinea pig	1739 kg/s	0.0905	1.7785	0.8074	1.447	0.1639
6	1744 kg	0.6054	ice hockey	dog	1083 kg/s	-0.4149	1.3802	-0.0296	1.0331	0.9292
1	44 kg	0.297	Volleyball	cat	-387 kg/s	-0.4038	-0.4835	-0.7033	0.1049	2.235
6	43 kg	0.0383	ice hockey	dog	243 kg/s	1.5097	0.403	-1.5025	2.5248	-0.0295
5	1436 kg	-0.0228	soccer	ferret	-132 kg/s	0.5712	0.325	0.7663	1.8999	-0.4163
2	2925 kg	0.3011	track & field	fish	463 kg/s	1.153	0.7709	-0.7214	-0.5296	0.1152
1	1175 kg	1.001	volleyball	reptile	-650 kg/s	0.2738	-0.0517	1.2259	1.611	1.026
6	1288 kg	1.6894	tennis	dog	-372 kg/s	1.0123	0.778	0.0987	0.4568	-0.8832
1	441 kg	0.3264	boxing	reptile, cat	1743 kg/s	1.1669	0.8077	1.201	0.7466	0.3681
5	442 kg	0.3299	badminton	ferret, rabbit	1158 kg/s	-0.1356	0.549	-0.6081	0.2007	-0.1553
2	2211 kg	-0.1676	football	fish	-53 kg/s	1.3442	-0.4702	-0.2464	0.6815	1.9935
3	611 kg	-0.4707	tennis	pig	373 kg/s	NULL	1.6834	2.0526	1.5736	0.551
5	1293 kg	-0.0475	boxing	hamster, rabbit	318 kg/s	0.625	1.6454	0.6767	-0.1018	-0.1502
5	-77 kg	2.7642	boxing	ferret, rabbit	748 kg/s	0.3311	-0.0603	0.0244	-1.6625	-0.0252
5	1306 kg	0.7128	tennis	rabbit, ferret	-590 kg/s	-0.7879	1.6472	1.5718	0.3309	1.3144
4	744 kg	0.4561	golf	guinea pig	-310 kg/s	-0.3858	1.1832	0.2554	0.8197	2.7893
2	668 kg	2.0488	track & field	fish	-312 kg/s	1.1728	1.3993	0.2347	-0.9572	-0.6422
4	523 kg	-0.5309	basketball	guinea pig	348 kg/s	-0.3637	0.1003	-0.4206	0.1711	0.8245
0	-1181 kg	-0.5673	running	bird	561 kg/s	-0.4056	-0.165	0.0589	-0.5335	0.7148
5	615 kg	-0.6172	Ice Hockey	ferret	201 kg/s	0.5956	None	0.042	2.6494	-1.2207
1	-534 kg	0.1925	volleyball	pig	2365 kg/s	1.1051	0.2377	0.4615	-0.0697	0.7305
4	-45 kg	1.0004	basketball	guinea pig	1813 kg/s	0.0017	0.1966	-0.9735	0.9106	0.3474
1	?	0.5418	volleyball	reptile	591 kg/s	0.9344	0.2168	1.1032	2.4522	0.1422
0	502 kg	-0.5341	motor sports	bird	512 kg/s	-0.9112	2.1156	0.9	1.0125	0.8835
2	451 kg	0.3214	volleyball	fish	1263 kg/s	1.1157	-0.4466	-0.8371	0.117	-0.5395
6	946 kg	-0.0811	ice hockey	dog	2073 kg/s	0.574	1.7801	0.9727	-0.4993	0.3643
3	641 kg	1.5988	tennis	chicken	509 kg/s	1.4823	2.4105	-1.0062	2.0522	-1.3417
1	283 kg	0.6215	volleyball	reptile, cat	899 kg/s	-0.4448	-0.3538	0.3751	0.8986	0.3631
0	-106 kg	1.2867	motor sports	bird	2051 kg/s	0.4719	-0.051	0.2583	0.4543	-1.0848
6	806 kg	0.8385	ice hockey	dog	-297 kg/s	0.3029	0.2563	3.1538	1.3693	-0.198
4	-1842 kg	0.1836	basketball	guinea pig	871 kg/s	0.1108	0.1125	1.6205	2.1045	-0.1728
2	-815 kg	0.5602	track & field	dog	-105 kg/s	0.4464	1.6988	0.1758	2.6578	-0.7808
2	-38 kg	0.1531	TRACK & FIELD	FISH	1356 kg/s	-0.4846	1.0309	-1.1937	-1.4757	1.3052
2	1758 kg	-0.0341	track & field	fish	408 kg/s	0.8686	0.9646	-0.0793	-0.0163	-0.692
5	695 kg	0.4518	soccer	hamster, ferret	34 kg/s	0.8964	0.3235	-0.2414	0.3807	0.9172
0	866 kg	-0.2769	motor sports	bird	227 kg/s	-0.8798	0.6725	1.1747	-0.4076	0.2689
1	-387 kg	0.4642	volleyball	reptile, cat	-101 kg/s	0.568	0.9983	-1.5969	0.6899	0.3225
2	-438 kg	1.2776	football	fish	676 kg/s	0.0597	0.1977	0.6657	-0.3479	1.4179
1	-2304 kg	-0.3321	baseball	reptile, pig	1920 kg/s	-0.1251	-0.2185	0.987	1.3959	0.3037
4	3692 kg	0.9613	golf	guinea pig	-684 kg/s	-0.0706	1.7477	-0.5059	1.7449	-0.8317
1	-748 kg	0.1268	volleyball	cat, pig	398 kg/s	1.2779	0.2049	1.0906	1.1082	2.8006
3	-154 kg	0.9584	Tennis	rat	949 kg/s	-0.0086	1.2302	0.3788	0.417	1.5171
0	418 kg	1.5751	motor sports	bird	606 kg/s	0.5122	1.2784	0.3139	1.8895	-0.5806
0	2484 kg	-0.6599	running	bird	-269 kg/s	-1.2981	0.6348	-0.187	-0.3521	0.9791
2	-1080 kg	-1.0591	football	fish	204 kg/s	0.549	0.5541	-0.1203	0.2809	1.9864
6	1642 kg	1.5498	ice hockey	dog	170 kg/s	0.061	1.8516	1.8048	-0.0813	-1.0168
5	233 kg	-0.0079	boxing	rat	-974 kg/s	0.2451	-0.6042	0.6642	1.0242	0.6706
6	114 kg	0.854	ice hockey	dog	79 kg/s	-0.0899	1.0239	-0.0507	1.5361	-0.3784
4	-185 kg	1.0788	basketball	guinea pig	783 kg/s	-0.8171	1.576	0.7498	1.3199	1.1993
2	-1468 kg	1.4297	football	fish	1552 kg/s	0.4277	1.4327	0.1715	0.4067	-0.3016
2	538 kg	-0.0003	football	fish	958 kg/s	-0.0682	0.191	0.6197	0.0104	0.5732
1	1099 kg	-0.0562	volleyball	reptile, cat	2277 kg/s	1.5744	1.2432	-1.1208	0.743	0.203
5	777 kg	-0.1549	baseball	ferret	-72 kg/s	-0.0775	0.4749	0.9432	0.2826	-0.4697
2	550 kg	-0.1082	track & field	fish	299 kg/s	1.6299	2.1625	-0.328	-0.8286	-1.0531
6	153 kg	0.1437	ice hockey	dog	1882 kg/s	2.8063	0.9837	0.1821	0.9291	0.1155
4	281 kg	-0.0631	golf	guinea pig	750 kg/s	0.8104	0.85	-0.4684	2.1129	0.6298
6	-1008 kg	2.3427	ice hockey	dog	1560 kg/s	0.372	0.9589	1.1448	0.1904	-0.4151
3	-321 kg	0.1607	tennis	rat	266 kg/s	0.4986	1.8009	-1.0869	1.7062	2.5551
0	1838 kg	-0.2105	running	bird	1263 kg/s	0.3105	1.3082	-0.0067	0.5954	-0.2426
3	1284 kg	0.3918	tennis	chicken	3930 kg/s	-0.8028	1.8124	-1.5244	1.1328	-0.2476
4	172 kg	-0.4358	basketball	guinea pig	1639 kg/s	-0.9271	0.3947	0.4483	1.5144	0.5998
1	731 kg	1.2845	volleyball	reptile	1980 kg/s	2.3777	1.8744	-1.4228	1.2904	-0.0619
4	794 kg	0.8817	basketball	Chicken	-934 kg/s	0.6612	0.8162	2.1872	0.7453	0.0546
4	634 kg	1.8468	golf	guinea pig	702 kg/s	0.0638	1.0218	0.3112	0.8333	0.9709
3	540 kg	2.851	tennis	rat	406 kg/s	0.3297	0.0192	-0.8589	0.8429	1.0374
2	897 kg	0.8122	Football	pig, cat	178 kg/s	0.7383	0.4697	0.1999	0.6126	-1.0129
6	-429 kg	1.368	ice hockey	dog	-635 kg/s	0.6602	1.8563	-0.3193	0.3823	0.6733
3	77 kg	-0.2976	tennis	chicken	1373 kg/s	0.1585	1.3126	-0.5649	0.66	0.7145
4	100 kg	0.617	golf	guinea pig	543 kg/s	0.7153	1.2449	-1.2044	-0.2731	1.4535
6	676 kg	-0.6739	ice hockey	dog	202 kg/s	0.7582	1.8487	0.3143	0.107	-0.795
3	1237 kg	0.0575	tennis	chicken	292 kg/s	0.509	1.318	1.1626	-0.3885	-0.2717
1	-537 kg	1.0919	volleyball	cat	1796 kg/s	0.8508	0.3449	0.1943	2.661	0.0665
1	429 kg	1.1743	baseball	cat	87 kg/s	1.8753	0.6681	0.7976	1.7552	-0.8002
2	-583 kg	0.5495	football	fish	760 kg/s	0.3613	-1.0367	1.8631	0.9362	-1.7974
4	58 kg	0.9875	basketball	guinea pig	834 kg/s	0.7621	0.4071	-0.3242	1.0027	0.9516
2	1180 kg	0.3488	track & field	fish	-174 kg/s	-0.0517	0.8563	2.2743	-0.355	-0.5386
0	-808 kg	1.1463	motor sports	bird	2581 kg/s	-0.6729	1.1839	0.3761	-0.2868	0.8341
3	1544 kg	-0.2068	tennis	rat	2126 kg/s	1.0843	0.5107	0.4556	1.3501	-0.4646
4	-1217 kg	0.2737	basketball	guinea pig	363 kg/s	0.6393	0.0557	1.1165	0.8381	-0.4338
4	469 kg	0.9186	golf	guinea pig	-24 kg/s	0.4045	0.2084	1.201	1.0665	0.217
2	-1421 kg	0.7751	track & field	fish	854 kg/s	0.6636	0.8868	-0.176	-0.3511	0.1834
6	-124 kg	0.2504	ICE HOCKEY	dog	521 kg/s	0.9856	2.3703	1.7666	0.4268	1.3413
0	1269 kg	-2.0151	running	bird	None	-0.1444	0.6955	0.7117	0.3955	-0.4793
3	1080 kg	0.2264	tennis	rat	1434 kg/s	0.6918	-0.3003	-1.1999	1.7271	-0.0384
4	240 kg	1.2614	basketball	guinea pig	384 kg/s	0.9865	1.6709	0.1894	1.8447	0.2638
0	553 kg	-0.0114	motor sports	bird	1150 kg/s	0.6465	0.6357	-0.3992	0.5301	0.352
1	-215 kg	0.3941	baseball	pig, reptile	1244 kg/s	0.7548	-0.1975	-0.3438	0.4719	0.4601
0	1313 kg	-2.384	motor sports	bird	967 kg/s	0.1152	0.1818	0.7018	-0.1351	1.2693
3	2280 kg	0.7973	tennis	chicken	2333 kg/s	-0.1732	0.7316	-0.5451	0.7655	-0.0644
5	766 kg	1.3634	badminton	ferret, hamster	2314 kg/s	0.02	0.0738	-0.2207	1.3818	-0.6511
6	1673 kg	0.5096	ice hockey	dog	1348 kg/s	1.5789	-0.1726	-1.1807	0.674	-0.0492
6	1234 kg	0.9064	ice hockey	dog	1886 kg/s	0.0346	0.6316	0.7239	0.6481	-1.519
3	1685 kg	0.4826	tennis	rat	1518 kg/s	1.0953	1.6545	1.9087	1.2521	0.7381
6	996 kg	0.1151	ice hockey	dog	-774 kg/s	0.7623	1.154	1.2346	0.5084	-0.027
5	5 kg	2.1325	boxing	bird	1503 kg/s	0.1045	-0.2429	0.1664	0.4926	0.4701
2	-547 kg	1.1563	track & field	fish	859 kg/s	0.5447	1.4081	0.6191	0.3398	0.5702
4	655 kg	-0.2358	basketball	guinea pig	1392 kg/s	1.1418	2.164	0.0267	2.8647	0.7254
4	895 kg	0.5279	track & field	guinea pig	357 kg/s	1.9994	1.713	-0.594	0.3778	0.9668
3	1298 kg	0.8645	tennis	rat	-53 kg/s	1.006	0.0717	-0.1255	0.7286	2.36
0	-458 kg	0.0769	running	bird	6 kg/s	-0.6184	1.0626	-0.5904	0.1588	0.3373
3	243 kg	0.8318	tennis	rat	1121 kg/s	-0.249	1.4199	-1.1406	2.2494	0.2979
5	697 kg	0.0728	badminton	hamster	-180 kg/s	-0.0836	-0.0454	-1.2553	-1.0406	-0.5552
6	2544 kg	1.4094	ice hockey	dog	382 kg/s	0.8896	1.4806	-0.8193	2.3045	1.0173
4	865 kg	-0.0912	golf	guinea pig	1858 kg/s	0.8124	0.8564	-1.5994	1.931	0.384
3	1876 kg	1.4134	tennis	chicken	1367 kg/s	0.3898	0.3644	0.3834	0.5229	-0.0503
3	1024 kg	0.9916	tennis	rat	-266 kg/s	-0.8734	0.8698	0.2507	0.175	-0.0045
0	-1096 kg	0.5172	motor sports	bird	1274 kg/s	0.5212	0.9823	0.1473	1.3508	1.9105
1	661 kg	-0.5293	baseball	cat, pig	1879 kg/s	-0.235	0.0865	0.2001	1.4337	0.1498
1	-692 kg	0.7983	Volleyball	reptile, cat	426 kg/s	0.3357	1.1673	-0.8588	1.5993	1.4224
1	-1344 kg	-0.5737	volleyball	reptile, cat	364 kg/s	1.0747	0.7441	0.8234	2.7909	0.7597
3	128 kg	0.4955	tennis	chicken	558 kg/s	0.0594	0.7659	-0.3661	1.5226	0.1664
0	1030 kg	-0.7391	running	bird	-634 kg/s	0.1867	0.9758	0.0997	-0.0094	-0.3925
1	1071 kg	1.0442	baseball	pig	1407 kg/s	0.5273	-0.7846	-0.2978	1.325	0.8888
0	439 kg	-0.9928	motor sports	bird	2281 kg/s	-0.0119	1.6596	1.2193	0.318	1.3541
3	1067 kg	-0.596	tennis	rat	1550 kg/s	0.5074	1.6227	-1.6233	0.7394	0.9621
6	917 kg	0.5457	ice hockey	dog	910 kg/s	0.3892	1.5746	0.7862	1.5462	-0.2113
5	-14 kg	0.322	tennis	hamster	-1377 kg/s	1.3242	-0.2735	1.5471	-0.833	-1.2848
6	724 kg	0.3603	ice hockey	dog	592 kg/s	-0.1889	0.4063	0.7495	1.2384	-0.9037
4	584 kg	1.1868	basketball	guinea pig	-439 kg/s	0.5158	-0.3573	0.6479	-0.0878	-0.9047
2	-661 kg	0.1496	football	fish	216 kg/s	0.9398	0.7488	-0.1789	-0.2072	-0.409
1	-571 kg	0.9595	baseball	pig, cat	3573 kg/s	0.5047	0.7225	-0.439	1.2626	2.0473
